id,title,year,duration,description,rating,genres,cast,studio,poster_path
1000017,The Dark Knight,2008.0,152.0,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.",4.47,Action|Crime|Drama|Thriller,"Aaron Eckhart, Adam Kalesperis, Aidan Feore, Amit Shah, Andrew Bicknell, Andy Luther, Anthony Michael Hall, Ariyon Bakare, Beatrice Rosen, Brandon Lambdin, Bronson Webb, Bruce Spielbauer, Buster Reeves, Charles Venn, Chin Han, Chris Petschler, Chris Wilson, Christian Bale, Cillian Murphy, Colin McFarlane, Craig Braginsky, Craig Heaney, Dale Rivera, Dan Latham, Danny Goldring, Daryl Satcher, David Ajala, David Dastmalchian, David Fultz, Debbi Burns, Don Kress, Doug Ballard, Edison Chen, Eric Roberts, Erik Hellman, Erron Jay, Gary Oldman, Gertrude Kyles, Grahame Edwards, Greg Beam, Hannah Gunn, Heath Ledger, Helene Maksoud, Henry Milton Chu, Ian Pirie, James Farruggio, James Fierro, James Mellor, James Scales, Jennifer Knox, John Turk, John Warman, Jon Lee Brody, Jonathan Ryland, Jordon Hodges, Joseph Luis Caballero, Joseph Oliveira, Joshua Harto, Joshua Rollins, K. Todd Freeman, Keith Kupferer, Keith Szarabajka, Kelli Clevenger, Kevin Zaideman, Lanny Lutz, Lateef Lovejoy, Laura Chernicky, Lisa McAllister, Lorna Gayle, Maggie Gyllenhaal, Maritza Cabrera, Matt Rippy, Matt Shallenberger, Matt Skiba, Matthew Leitch, Matthew O'Neill, Melinda McGraw, Michael Andrew Gorman, Michael Caine, Michael Corey Foster, Michael Jai White, Michael Stoyanov, Michael Vieau, Michelle Shields, Mike Whyte, Monique Gabriela Curnen, Morgan Freeman, Nancy Crane, Natalie Hallam, Nathan Gamble, Nestor Carbonell, Nicky Katt, Nigel Carrington, Nydia Rodriguez Terracina, Olumiji Olawumi, Patrick Clear, Patrick Leahy, Paul Birchard, Peter Brooke, Peter DeFaria, Peter Rnic, Philip Bulcock, Richard Dillane, Richard Divizio, Richard Strobel, Rick Avery, Ritchie Coster, Rob Clark, Robert Patrick Stern, Robert Stone, Roger Monk, Ron Dean, Ronan Summers, Sam Derence, Sarah Jayne Dunn, Shirin Caiola, Sofiya Smirnova, Sophia Hinshelwood, Thomas Gaitsch, Thomas Kosik, Tim Krueger, Tina Simmons, Tom McComas, Tom McElroy, Tom Townsend, Tommy Campbell, Tommy Lister Jr., Tony Domino, Tristan Tait, Vincent Riotta, Vincenzo Nicoli, Wai Wong, Walter Lewis, Will Zahrn, William Armstrong, William Fichtner, William Smillie, Winston Ellis",DC Comics|Isobel Griffiths|Legendary Pictures|Syncopy|Warner Bros. Pictures,data/posters\1000017.jpg
1000018,Inception,2010.0,148.0,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.",4.2,Action|Adventure|Science Fiction,"Adam Cole, Alex Lombard, Andrew Pleavin, Angela Nathenson, Carl Gilliard, Cillian Murphy, Claire Geare, Coralie Dedykere, Daniel Girondeaud, Dileep Rao, Earl Cameron, Elliot Page, Felix Scott, Helena Cullinan, Jack Gilroy, Jack Murray, Jason Tendell, Jean-Michel Dagory, Jill Maddrell, Johnathan Geare, Joseph Gordon-Levitt, Ken Watanabe, Kraig Thornber, Leonardo DiCaprio, Lisa Reynolds, Lukas Haas, Magnus Nolan, Marc Raducci, Marion Cotillard, Mark Fleischmann, Michael Caine, Michael Gaston, Miranda Nolan, Natasha Beaumont, Nicolas Clerc, Nicole Pulliam, Pete Postlethwaite, Peter Basham, Russ Fega, Ryan Hayward, Shannon Welles, Shelley Lang, Silvie Laguna, Tai-Li Lee, Talulah Riley, Taylor Geare, Tim Kelleher, Tohoru Masamune, Tom Berenger, Tom Hardy, Virgile Bramly, Yuji Okumoto",Legendary Pictures|Syncopy|Warner Bros. Pictures,data/posters\1000018.jpg
1000019,Saltburn,2023.0,131.0,"Struggling to find his place at Oxford University, student Oliver Quick finds himself drawn into the world of the charming and aristocratic Felix Catton, who invites him to Saltburn, his eccentric family's sprawling estate, for a summer never to be forgotten.",3.43,Comedy|Drama|Thriller,"Aleah Aberdeen, Alison Oliver, Andy Brady, Archie Madekwe, Barry Keoghan, Carey Mulligan, Dorothy Atkinson, Ewan Mitchell, Gabriel Bisset-Smith, Glyn Grimstead, Jacob Elordi, Joshua McGuire, Joshua Samuels, Julian Lloyd Patten, Lolly Adefope, Matthew Carver, Millie Kent, Olivia Hanrahan-Barnes, Paul Rhys, Reece Shearsmith, Richard Cotterell, Richard E. Grant, Rosamund Pike, Sadie Soverall, Saga Spjuth-Säll, Shaun Dooley, Tasha Lim, Tomás Barry, Will Gibson",Lie Still|LuckyChap Entertainment|MRC,data/posters\1000019.jpg
1000020,Poor Things,2023.0,142.0,"Brought back to life by an unorthodox scientist, a young woman runs off with a lawyer on a whirlwind adventure across the continents. Free from the prejudices of her times, she grows steadfast in her purpose to stand for equality and liberation.",4.05,Comedy|Romance|Science Fiction,"Anders Grundberg, Andrew Hefler, Angela Paula Stander, Attila Dobai, Attila Kecskeméthy, Boris Gillot, Bruna Asdorian, Carminho, Celina Schleicher, Charlie Hiscock, Christopher Abbott, Damien Bonnard, David Bromley, Donovan Fouassier, Dorina Kovács, Emma Hindle, Emma Stone, Gustavo Gomes, Gábor Patay, Hanna Schygulla, Hubert Benhamdine, István Göz, Jack Barton, Jeremy Wheeler, Jerrod Carmichael, Jerskin Fendrix, John Locke, Jucimar Barbosa, János Geréb, Kate Handford, Kathryn Hunter, Keeley Forsyth, Laurent Borel, Laurent Winkler, Margaret Qualley, Mark Ruffalo, Mascuud Dahir, Miles Jovian, Noah Breton, Owen Good, Patrick de Valette, Ramy Youssef, Raphaël Thiéry, Roderick Hill, Suzy Bemba, Tamás Szabó Sipos, Tom Stourton, Vicki Pepperdine, Vivienne Soan, Wayne Brett, Willem Dafoe, Yorgos Stefanakos, Zen Joshua Poisson",Element Pictures|Film4 Productions|Fruit Tree|Limp|Searchlight Pictures|TSG Entertainment,data/posters\1000020.jpg
1000021,Spider-Man: Across the Spider-Verse,2023.0,140.0,"After reuniting with Gwen Stacy, Brooklyn’s full-time, friendly neighborhood Spider-Man is catapulted across the Multiverse, where he encounters the Spider Society, a team of Spider-People charged with protecting the Multiverse’s very existence. But when the heroes clash on how to handle a new threat, Miles finds himself pitted against the other Spiders and must set out on his own to save those he loves most.",4.45,Action|Adventure|Animation|Science Fiction,"Al Rodrigo, Alfred Molina, Amanda Troop, Amandla Stenberg, Andrea Navedo, Andrew Garfield, Andrew Leviton, Andrew Morgado, Andy Samberg, Angelo Sekou Kouyate, Antonina Lentini, Arthur Ortiz, Ashley London, Atsuko Okatsuka, Ayo Edebiri, Ben Pronsky, Brian Tyree Henry, Caitlin McKenna, Cedric L. Williams, Christopher Miller, Chrystee Pharris, Cliff Robertson, Daniel Kaluuya, Danielle Perez, David Michie, Deepti Gupta, Deepti Kingra-Mickelsen, Denis Leary, Dennis Singletary, Donald Glover, Doug Nicholas, Eliana A. Perez, Eliyas Qureshi, Elizabeth Perkins, Erika Scopelli, Freddy Ferrari, Gredel Berrios Calladine, Greta Lee, Hailee Steinfeld, Ismail Bashey, Issa Rae, J.K. Simmons, Jack Quaid, Jacqueline Pinol, Jake Johnson, James Pirri, Jason Linere-White, Jason Schwartzman, Jasper Johannes Andrews, Jaswant Dev Shrestha, Jharrel Jerome, Jorge R. Gutierrez, Jorma Taccone, Josh Keaton, Juan Pacheco, Juan Pope, June Christopher, Kamal Khan, Karan Soni, Kathryn Hahn, Kerry Gutierrez, Kimberly Bailey, Kimiko Glenn, Lakshmi Patel, Lashana Rodriguez, Lex Lang, Libby Thomas Dickey, Lorraine Velez, Luisa Leschin, Luna Lauren Velez, Mahershala Ali, Marabina Jaimes, Marley Ralph, Mayuri Bhandari, Melanie Duke, Melissa Sturm, Metro Boomin, Michelle Jubilee Gonzalez, Michelle Ruff, Miguel Jiron, Mike Rianda, Narender Sood, Natalia Castellanos, Nic Novicki, Nicole Delaney, Oscar Camacho, Oscar Isaac, Peggy Lu, Peter Sohn, Phil Lord, Post Malone, Pradnya Kuwadekar, Rachel Dratch, Rez Kempton, Richard Miro, Rita Rani Ahuja, Russell Tyre Francis, Ruth Zalduondo, Sanjay Chandani, Shakira Ja'nai Paye, Shameik Moore, Shea Whigham, Sitara Attaie, Sofia Barclay, Sohm Kapila, Stan Sellers, Sumit Naig, Taran Killam, Tobey Maguire, Warren Sroka, Yuri Lowenthal, Ziggy Marley",Arad Productions|Columbia Pictures|Lord Miller|Marvel Entertainment|Pascal Pictures|Sony Pictures Animation,data/posters\1000021.jpg
1000022,The Truman Show,1998.0,103.0,"Truman Burbank is the star of The Truman Show, a 24-hour-a-day reality TV show that broadcasts every aspect of his life without his knowledge. His entire life has been an unending soap opera for consumption by the rest of the world. And everyone he knows, including his wife and his best friend is really an actor, paid to be part of his life.",4.21,Comedy|Drama,"Adam Tomei, Al Foster, Angel Schmiedt, Antoni Corone, Blair Slater, Brian Delate, Carly Smiga, Daryl Davis, Dave Corey, David Andrew Nash, Don Taylor, Dona Hardy, Earl Hilliard Jr., Ed Harris, Erik Rodenhiser, Fritz Dominique, Harry Shearer, Heidi Schanz, Holland Taylor, Jake Eberle, Jay Saiter, Jeanette Miller, Jim Carrey, Jim Towers, Joe Minjares, Joel McKinnon Miller, John Pleshette, John Pramik, John Roselius, Joseph Lucus, Judson Vaughn, Judy Clayton, Kade Coates, Kiyoko Yamaguchi, Krista Lynn Landolfi, Larry McDowell, Laura Linney, Logan Kirksey, Mal Jones, Marc Macaulay, Marcia DeBonis, Marco Rubeo, Mario Ernesto Sánchez, Mark Alan Gillott, Matthew McDonough, Melissa Fitzgerald, Millie Slavin, Muriel Moore, Nastassja Schmiedt, Natascha McElhone, Noah Emmerich, O-Lan Jones, Paul Giamatti, Peter Krause, Philip Baker Hall, Philip Glass, R.J. Murdock, Robert Davis, Ron Taylor, Saemi Nakamura, Sam Kitchin, Savannah Swafford, Sebastian Youngblood, Sergio Kato, Susan Angelo, Ted Raymond, Terry Camilleri, Tom Simmons, Tony Todd, Una Damon, Yuji Okumoto, Zoaunne LeRoy",Paramount|Scott Rudin Productions,data/posters\1000022.jpg
1000023,Lady Bird,2017.0,94.0,"A California high school student plans to escape from her family and small town by going to college in New York, much to the disapproval of wildly loving, deeply opinionated and strong-willed mother.",3.85,Comedy|Drama,"Abhimanyu Katyal, Adam Brock, Andy Buckley, Anita Kalathara, Bayne Gibby, Beanie Feldstein, Ben Konigsberg, Bob Stephenson, Bonnie Jean Shelton, Carla Valentine, Chris Witaske, Christina Offley, Connor Mickiewicz, Cynthia Cales, Daniel Zovatto, Danielle Macdonald, Debra Miller, Derek Butler, Erik Daniells, Georgia Leva, Giselle Grams, Gurpreet Gill, Ithamar Enriquez, Jake McDorman, Janet Song, Joan Patricia O'Neil, John Karna, Jordan Rodrigues, Kathryn Newton, Kristen Cloke, Laura Marano, Laurie Metcalf, Lois Smith, London Thor, Lucas Hedges, Luisa Lee, Marielle Scott, Marietta DePrima, Matthew Maher, Monique Edwards, Myra Turley, Odeya Rush, Paul Keller, Rebecca Light, Richard Jin Namkung, Robert Figueroa, Roman Arabia, Sabrina Schloss, Saoirse Ronan, Shaelan O'Connor, Stephen McKinley Henderson, Timothée Chalamet, Tracy Letts",Entertainment 360|IAC Films|Scott Rudin Productions,data/posters\1000023.jpg
1000024,The Grand Budapest Hotel,2014.0,100.0,"The Grand Budapest Hotel tells of a legendary concierge at a famous European hotel between the wars and his friendship with a young employee who becomes his trusted protégé. The story involves the theft and recovery of a priceless Renaissance painting, the battle for an enormous family fortune and the slow and then sudden upheavals that transformed Europe during the first half of the 20th century.",4.24,Comedy|Drama,"Adrien Brody, Alfred Hänel, Arwin Lobedann, Ben Howard, Bernhard Kremser, Bill Murray, Birgit Müller, Bob Balaban, Bohumil Váchal, Carl Sprague, Claudia Jung, Daniel Steiner, Dar Ronge, Darin Damjanow, David Adamik, David Cioffi, Dirk Bossmann, Ed Munro, Edward Norton, Enrico Hoffmann, F. Murray Abraham, Fisher Stevens, Florian Lukas, Francesco Zippel, Frank Jacob, Gabriel Rush, Georg Rittmannsperger, Georg Tryphon, Gerald Sullivan, Gisela Bech, Giselda Volodi, Golo Euler, Gyula Lukács, Hannes Wegener, Hans Martin Stier, Harvey Keitel, Heike Hanold-Lynch, Heinz-Werner Jeschkowski, Hendrik von Bültzingslöwen, Jason Schwartzman, Jeff Goldblum, Jella Niemann, Jenő Orosz, John Peet, Jude Law, Jutta Westphal, Jürgen Schwämmle, Karl Markovics, Kunichi Nomura, Larry Pine, Lennart Meyer, Lisa Kreuzer, Lucas Hedges, Léa Seydoux, Manfred Lindner, Manpreet Gerlach, Marcel Mazur, Marie Goyette, Marko Dyrlich, Mathieu Amalric, Matthias Holfert, Matthias Matschke, Michael Benthin, Michaela Caspar, Milton Welsh, Monika Krüger, Moritz Hepper, Neal Huff, Oliver Claridge, Oliver Hazell, Owen Wilson, Paul Schlase, Philipp Sonntag, Piet Paes, Rainer Reiners, Ralph Fiennes, Reinhold Hegelow, Renate Klein, Robert Bienas, Robin Hurlstone, Roman Berger, Roy Macready, Sabine Euler, Sabine Urig, Saoirse Ronan, Sister Anna Rademacher, Steffen Nixdorf, Steffen Scheumann, Tilda Swinton, Tom Wilkinson, Tony Revolori, Ursula Kuhnt, Uwe Holoubek, Volker Michalowski, Wallace Wolodarsky, Waris Ahluwalia, Willem Dafoe, Wolfgang Czeczor, Wolfram Nielacny",American Empirical Pictures|Fox Searchlight Pictures|Indian Paintbrush|Scott Rudin Productions|Studio Babelsberg|TSG Entertainment,data/posters\1000024.jpg
1000025,The Wolf of Wall Street,2013.0,180.0,"A New York stockbroker refuses to cooperate in a large securities fraud case involving corruption on Wall Street, corporate banking world and mob infiltration. Based on Jordan Belfort's autobiography.",4.0,Comedy|Crime|Drama,"Aaron Glaser, Aaron Lazar, Adria Baratta, Allyson Carr, Armen Garo, Ashley Blankenship, Ashley Springer, Ashlie Atkinson, Austin Farwell, Aya Cash, Barry Rothbart, Ben Leasure, Ben Loving, Ben Rameaka, Ben Van Bergen, Blago Simon, Bo Dietl, Brendan Griffin, Bret Shuford, Brian Charles Johnson, Brian Sacca, Brian Tweedy, Bryan Burton, Carla Corvo, Catherine Curtin, Charley Morgan, Chris Caldovino, Chris Kerson, Chris Matesevac, Chris Nunez, Chris Riggi, Christina Jeffs, Christine Ebersole, Claudette Lalí, Cristin Milioti, Dan Bittner, Dan Daily, Dan Hunter, Daniel Hepner, Danny A. Abeckaser, Danny Flaherty, David Wenzel, Davram Stiefler, Dean Auer, Deema Aitken, Derek Milman, Dierdre Reimold, Donnie Keshawarz, Dustin Kerns, Edward Herrmann, Ellen Sexton, Emily Tremaine, Ethan Suplee, Fileena Bahris, Fran Lebowitz, Francis Brooke, Frank van Putten, Garry Pastore, Geoffrey J.D. Payne, Gianni Biasetti Jr., Giselle Eisenberg, Gregory Brown, Gregory Perri, Hardy Winburn, Henry Zebrowski, J.C. MacKenzie, J.T. O'Connor, Jaclyn Keys, Jake Hoffman, Jamel Daniels, Jamie O'Connell, Jared Houseman, Jason Furlani, Jean Dujardin, Jeff Moffitt, Jeremy Bobb, Joanna Lumley, Joe Zaso, John Behlmann, John Bernard Martin, Johnathan Tchaikovsky, Johnnie Mae, Jon Bernthal, Jon Favreau, Jon Spinogatti, Jonah Hill, Jordan Belfort, Joseph Oliveira, José Ramón Rosario, Julian Brand, Justin Anthony Long, Justin Yllanes, Kamron Leal, Katarina Čas, Kathleen Fellegara, Kelsey Deanne, Kenneth Carrella, Kenneth Choi, Kerry Malloy, Krista Ashworth, Kyle Chandler, Lawrence Lau, Lawrence Smith, Leonardo DiCaprio, London Hall, Loretta O. Booz, Louis Vanaria, Mackenzie Meehan, Madeleine Wade, Madison McKinley, Marcos A. Gonzalez, Margot Robbie, Maria Di Angelis, Martin Klebba, Martin Scorsese, Matte Osian, Matthew McConaughey, Matthew Rauch, Meghan Rafferty, Michael Bryan French, Michael Devine, Michael Dubuc, Michael Izquierdo, Michael Jefferson, Michael Nathanson, Michael O'Hara, Michael Power, Mike Catapano, Natalie Bensel, Natasha Kojic, Natasha Newman-Thomas, Nicole Rutigliano, P.J. Byrne, Paul Jude Letersky, Paul Monte Jr., Paul Thornton, Paul Urcioli, Peter Youngblood Hills, Rick Bolander, Rizwan Manji, Rob Reiner, Robert Clohessy, Rosemary Howard, Rémy Bennett, Sabina Maschi, Sandra Nelson, Saundra Williams, Scott Nicholson, Sebastian Tillinger, Seregon O'Dassey, Sharon Jones, Shea Coleman, Shea Whigham, Sibyl Santiago, Silvia Kal, Spenser Granese, Spike Jonze, Starr Duncan-Lowe, Stefano Villabona, Stephanie Kurtzuba, Stephen Kunken, Steve Routman, Steve Witting, Steven Boyer, Steven Conroy, Ted Griffin, Tess Olivia, Thomas Middleditch, Tom Greer, Tommy Bayiokos, Tracy Friedman, Tucker Bryan, Tyler Evan Rowe, Victor Verhaeghe, Viki Boyle, Vitaliy Shtabnoy, Ward Horton, Welker White, Will MacAdam, Zach Miko, Zana Markelson, Zineb Oukach",Appian Way|EMJAG Productions|Red Granite Pictures|Sikelia Productions,data/posters\1000025.jpg
1000026,American Psycho,2000.0,102.0,"A wealthy New York investment banking executive hides his alternate psychopathic ego from his co-workers and friends as he escalates deeper into his illogical, gratuitous fantasies.",3.86,Crime|Drama|Horror|Thriller,"Alan McCullough, Anthony Lemke, Bill Sage, Blair Williams, Brett Alexander Davidson, Bryan Renfro, Cara Seymour, Catherine Black, Charlotte Hunter, Chloë Sevigny, Chris Stone, Christian Bale, Christina McKay, Connie Chen, Dan Rush, Glen Marc Silot, Guinevere Turner, Jared Leto, Jessica Lau, Joseph Oliveira, Josh Lucas, Joyce R. Korbin, Justin Theroux, Kate Steen, Kelley Harron, Kiki Buttignol, Krista Sutton, Landy Cannon, Leanne Poirier Greenfield, Lilette Wiens, Margaret Ma, Marie Dame, Mark Pawson, Matt Ross, Monika Meier, Park Bench, Patricia Gage, Peter Loung, Peter Tufford Kennedy, Reese Witherspoon, Reg E. Cathey, Reuben Thompson, Ross Gibby, Samantha Mathis, Somaya Reece, Stephen Bogaert, Willem Dafoe",Am Psycho Productions|Lionsgate|Muse Productions|Pressman Film,data/posters\1000026.jpg
1000027,Spider-Man: No Way Home,2021.0,148.0,"Peter Parker is unmasked and no longer able to separate his normal life from the high-stakes of being a super-hero. When he asks for help from Doctor Strange the stakes become even more dangerous, forcing him to discover what it truly means to be Spider-Man.",3.84,Action|Adventure|Science Fiction,"Alfred Molina, Andrew Dunlap, Andrew Garfield, Angourie Rice, Anisa Nyell Johnson, Arian Moayed, B. Clutch Dunlap, Ben VanderMey, Benedict Cumberbatch, Benedict Wong, Carol Anne Dines, Charlie Cox, Clay Savage, Cristo Fernández, Darnell Appling, Dean Meminger, Edward Force, Emily Fong, Frederick A. Brown, Gabriella Cila, Gary Weeks, Gina Aponte, Glenn Keogh, Greg Clarkson, Gregory Konow, Hannibal Buress, Haroon Khan, Harry Holland, J.B. Smoove, J.K. Simmons, Jacob Batalon, Jamie Foxx, Jay Karales, John Barnes, John M. Maiers, Jon Favreau, Jonathan Sam, Jwaundace Candece, Kathleen Cardoso, Mallory Hoff, Marisa Tomei, Martin Starr, Mary Rivera, Michael Le, Minnah Dunlap, Paris Benjamin, Paula Newsome, Regina Ting Chen, Rhys Ifans, Robert Mitchel Owenby, Rolando Fernandez, Rudy Eisenzopf, Taylor St. Clair, Thomas Haden Church, Tobey Maguire, Tom Hardy, Tom Holland, Tony Revolori, Willem Dafoe, Willie Burton, Zany Dunlap, Zendaya",Columbia Pictures|Marvel Studios|Pascal Pictures,data/posters\1000027.jpg
1000028,Dune: Part Two,2024.0,167.0,"Follow the mythic journey of Paul Atreides as he unites with Chani and the Fremen while on a path of revenge against the conspirators who destroyed his family. Facing a choice between the love of his life and the fate of the known universe, Paul endeavors to prevent a terrible future only he can foresee.",4.47,Adventure|Science Fiction,"Abdelaziz Boumane, Abdelkarim Hussein Seli Mohamed Hassanin, Abdellah Echahbi, Adam Bloom, Adil Achraf Sayd, Affif Ben Badra, Akiko Hitomi, Alan Mehdizadeh, Alexandra Tóth, Alison Adnet, Alison Halstead, Amer El-Erwadi, Amra Mallassi, Ana Cilas, Anton Saunders, Anya Taylor-Joy, Austin Butler, Babs Olusanmokun, Billy Clements, Botond Bóta, Burt Caesar, Cat Simmons, Cecile Sinclair, Charlotte Rampling, Christopher Walken, Dave Bautista, Dominic McHale, Dora Kápolnai-Schvab, Dylan Baldwin, Elbooz Omar Ahmed Fathie, Florence Pugh, Fouad Humaidan, Giusi Merli, Gábor Szemán, Hajiyeva Pakiza, Hamza Baissa, Hamza Sayd, Hassan Najib, Havin Fathi, Hopi Grace, Huw Novelli, Imola Gáspár, Italo Amerighi, Jasper Ryan-Carter, Javier Bardem, Jimmy Walker, Joelle, Jonathan Gunning, Jordan Long, Joseph Beddelem, Joseph Charles, Josh Brolin, Kait Tenison, Kajsa Mohammar, Kathy Owen, Kincsö Pethö, Leon Herbert, Lex Daniel, Luis Alkmim, Léa Seydoux, Manaf Irani, Marcia Tucker, Matthew Sim, Moe Bar-El, Mohamed Mouraoui, Molly Mcowan, Niall White, Nicola Brome, Noureddine Hajoujou, Omar A.K., Oxa Hazel, Paul Boyle, Peter Sztojanov Jr., Rachid Abbad, Rand Faris, Rebecca Ferguson, Remi Fadare, Rex Adams, Roger Yuan, Serhat Metin, Sima Rostami, Souheila Yacoub, Stellan Skarsgård, Steve Wall, Sára Bácsfalvi, Tara Breathnach, Tedroy Newell, Tim Hilborne, Timothée Chalamet, Tony Cook, Tracy Coogan, Vic Zander, Will Irvine, Xavier Alba Royo, Yvonne Campbell, Zdeněk Dvořáček, Zendaya, Zoe Kata Kaska, Zouhair Elakkari, Zsófia Kocsis",Legendary Pictures,data/posters\1000028.jpg
1000029,Eternal Sunshine of the Spotless Mind,2004.0,108.0,"Joel Barish, heartbroken that his girlfriend underwent a procedure to erase him from her memory, decides to do the same. However, as he watches his memories of her fade away, he realises that he still loves her, and may be too late to correct his mistake.",4.25,Drama|Romance|Science Fiction,"Amir Ali Said, Brian Price, David Cross, Debbon Ayer, Deirdre O'Connell, Elijah Wood, Gerry Robert Byrne, Jane Adams, Jim Carrey, Josh Flitter, Kate Winslet, Kirsten Dunst, Lauren Adler, Lola Daehler, Mark Ruffalo, Paulie Litt, Ryan Whitney, Thomas Jay Ryan, Tom Wilkinson",Anonymous Content|Focus Features|This Is That,data/posters\1000029.jpg
