id,title,year,duration,description,rating,genres,cast,studio,poster_path
1000238,The Notebook,2004.0,123.0,"An epic love story centered around an older man who reads aloud to a woman with Alzheimer's. From a faded notebook, the old man's words bring to life the story about a couple who is separated by World War II, and is then passionately reunited, seven years later, after they have taken different paths.",3.7,Drama|Romance,"Andrew Schaff, Anthony-Michael Q. Thomas, Barbara Weetman, Bob Forrest, Bradley D. Capshaw, Bruce Williamson, Chuck Pacheco, Cullen Moss, Daniel Chamblin, Daniel Czekalski, David Abrams, David Thornton, Deborah Hobart, Ed Grady, Elizabeth Bond, Erin Guzowski, Eve Kagan, Frederick Bingham, Gena Rowlands, Geoffrey Knight, Heather Wahlquist, Hugh Robertson, James Garner, James Marsden, James Middleton, James Scott Deaton, Jamie Anne Allman, Jennifer Echols, Joan Allen, John Cundari, Jonathan Parks Jordan, Jude Kitchens, Julianne Keller Lewis, Kevin Connolly, Kweli Leapart, Leslea Fisher, Madison Wayne Ellis, Mark Garner, Mark Johnson, Matt Shelly, Matthew Barry, Meredith O'Brien, Meredith Zealy, Michael D. Fuller, Milton Buras, Nancy De Mayo, Obba Babatundé, Pat Leonard, Paul Johansson, Peter Rosenfeld, Rachel McAdams, Rebecca Koon, Renée Amber, Riley Novak, Robert Fraisse, Robert Ivey, Robert Washington, Ronald Betts, Ryan Gosling, Sam Shepard, Sandra Elise Williams, Sasha Azevedo, Scott Ritenour, Sherril M. Turner, Starletta DuPois, Stephanie Wheeler, Sylvia Jefferies, Taylor Engel, Tim Ivey, Tim O'Brien, Todd Lewis, Traci Dinwiddie",Avery Pix|Gran Via Productions|New Line Cinema,data/posters\1000238.jpg
1000239,12 Angry Men,1957.0,97.0,"The defense and the prosecution have rested and the jury is filing into the jury room to decide if a young Spanish-American is guilty or innocent of murdering his father. What begins as an open and shut case soon becomes a mini-drama of each of the jurors' prejudices and preconceptions about the trial, the accused, and each other.",4.62,Drama,"Billy Nelson, E.G. Marshall, Ed Begley, Edward Binns, George Voskovec, Henry Fonda, Jack Klugman, Jack Warden, James Kelly, John Fiedler, John Savoca, Joseph Sweeney, Lee J. Cobb, Martin Balsam, Robert Webber, Rudy Bond, Tom Gorman, Walter Stocker",Orion-Nova Productions|United Artists,data/posters\1000239.jpg
1000240,The Nice Guys,2016.0,116.0,A private eye investigates the apparent suicide of a fading porn star in 1970s Los Angeles and uncovers a conspiracy.,3.83,Action|Comedy|Crime,"Adriana Karras, Amy Goddard, Angela Everhart, Angourie Rice, Beau Knapp, Carson Meyer, Cayla Brady, Charles Green, Chloe Hurst, Courtlyn Cannan, Daisy Tahan, Dana Clark McPherson, Dominic Bagarozzi, Elayne Boosler, Emily Brobst, Frank Mottek, Garrett Carpenter, Gary Weeks, Gary Wolf, Gil Gerard, Greg Lindsay, Hana Yuka Sano, Hank Quillen, Hannibal Buress, J. Todd Anderson, Jack Kilmer, Joanne Spracklen, John L. Morris, Jordan Hairston, Joshua Hoover, Karrueche Tran, Keith David, Kim Basinger, Kimberly Battista, Lance Valentine Butler, Lauren Bair, Lauren Marini, Lexi Johnson, Lois Smith, Maddie Compton, Margaret Qualley, Marilyn Chen, Mark Kubr, Marvin Ross, Matt Bomer, Matthew Warzel, Meredith Berg, Michael Beasley, Michelle Rivera Huckaby, Milo Wesley, Murielle Telio, Nathaniel 'Nate' Scott, Rachele Brooke Smith, Rebecca Dalton Rusk, Robert Downey Jr., Russell Crowe, Ryan Gosling, Ryan Powers, Sala Baker, Steve Wilder, Tammi Arender, Terence Rosemore, Ty Simpkins, Ward Roberts, Yaya DaCosta, Yvonne Zima, Zarah Kulczycki",Silver Pictures|Waypoint Entertainment,data/posters\1000240.jpg
1000241,Kill Bill: Vol. 2,2004.0,136.0,"The Bride unwaveringly continues on her roaring rampage of revenge against the band of assassins who had tried to kill her and her unborn child. She visits each of her former associates one-by-one, checking off the victims on her Death List Five until there's nothing left to do … but kill Bill.",4.06,Action|Crime|Thriller,"Akaji Maro, Al Manuel Douglas, Ambrosia Kelley, Bo Svenson, Caitlin Keats, Chiaki Kuriyama, Christopher Allen Nelson, Citlati Guadalupe Bojorquez, Claire Smithies, Clark Middleton, Daryl Hannah, David Carradine, Gordon Liu Chia-hui, Goro Daimon, Graciela Salazar Mendoza, Helen Kim, Issey Takahashi, James Parks, Jeannie Epper, Jonathan Loughran, Jorge Silva, Julie Dreyfus, Jun Kunimura, Juri Manase, Kazuki Kitamura, Kenji Ohba, Larry Bishop, Laura Cayouette, Lucia Cruz Marroquin, Lucy Liu, Maria Del Rosario Gutierrez, Maria de Lourdes Lombera, Michael Bowen, Michael Madsen, Michael Parks, Patricia Silva, Perla Haney-Jardine, Reda Beebe, Ronnie Yoshiko Fujiyama, Sachiko Fujii, Sakichi Sato, Samuel L. Jackson, Shana Stein, Shun Sugata, Sid Haig, Sonia Angelica Padilla Curiel, Sonny Chiba, Stephanie L. Moore, Stevo Polyi, Sō Yamanaka, Tetsuro Shimaguchi, Thea Rose, Uma Thurman, Venessia Valentino, Veronica Janet Martinez, Victoria Lucai, Vivica A. Fox, William Paul Clark, Yoji Tanaka, Yoshiko Yamaguchi, Yoshiyuki Morishita, Yuki Kazamatsuri",A Band Apart|Miramax|Super Cool ManChu,data/posters\1000241.jpg
1000242,The Thing,1982.0,109.0,"In remote Antarctica, a group of American research scientists are disturbed at their base camp by a helicopter shooting at a sled dog. When they take in the dog, it brutally attacks both human beings and canines in the camp and they discover that the beast can assume the shape of its victims. A resourceful helicopter pilot and the camp doctor lead the camp crew in a desperate, gory battle against the vicious creature before it picks them all off, one by one.",4.35,Horror|Mystery|Science Fiction,"Adrienne Barbeau, Charles Hallahan, David Clennon, Donald Moffat, Jed, Joel Polis, John Carpenter, Keith David, Kurt Russell, Larry Franco, Nate Irwin, Norbert Weisser, Peter Maloney, Richard Dysart, Richard Masur, T.K. Carter, Thomas G. Waites, Wilford Brimley, William Zeman",The Turman-Foster Company|Universal Pictures,data/posters\1000242.jpg
1000243,Pirates of the Caribbean: The Curse of the Black Pearl,2003.0,143.0,"Jack Sparrow, a freewheeling 18th-century pirate, quarrels with a rival pirate bent on pillaging Port Royal. When the governor's daughter is kidnapped, Sparrow decides to help the girl's love save her.",3.92,Action|Adventure|Fantasy,"Angus Barnett, Antonio Valentino, Ben Roberts, Ben Wilson, Brye Cooper, Christian Martin, Christopher S. Capp, Christopher Sullivan, Craig Thomson, D.P. FitzGerald, Damian O'Hare, David Bailie, David Patykewich, Don LaDaga, Dustin Seavey, Dylan Smith, Finneus Egan, Fred Toft, Félix Castro, Geoffrey Rush, Gerard J. Reyes, Giles New, Greg Ellis, Gregory Ryan Alosio, Guy Siner, Ian McIntyre, Isaac C. Singleton Jr., Israel Aduramo, Jack Davenport, James McAuley, Jerry Gauny, Joe Grisaffi, Johnny Depp, Jonathan Pryce, Jordi Caballero, José Zelaya, Keira Knightley, Kevin McNally, Lauren Maher, LeJon Stewart, Lee Arenberg, Lucinda Dryzek, Luke de Woolfson, M. Scott Shields, Mackenzie Crook, Martin Klebba, Matthew Bowyer, Maxie J. Santillan Jr., Michael A. Thompson, Michael Berry Jr., Michael Earl Lane, Michael Sean Tighe, Michael W. Williams, Mike Babcock, Mike Haberecht, Orlando Bloom, Owen Finnegan, Paul Gagné, Paul Keith, Paula J. Newman, Ralph P. Martin, Rudolph McCollum, Sam Roberts, Tamara Castle, Tobias McKinney, Tommy Schooler, Treva Etienne, Trevor Goddard, Vanessa Branch, Vince Lozano, Zoe Saldaña",Jerry Bruckheimer Films|Walt Disney Pictures,data/posters\1000243.jpg
1000244,Edward Scissorhands,1990.0,105.0,A small suburban town receives a visit from a castaway unfinished science experiment named Edward.,3.86,Drama|Fantasy|Romance,"Aaron Lustig, Alan Arkin, Alan Fudge, Andrew B. Clark, Anthony Michael Hall, Bea Albano, Biff Yeager, Bill Klein, Brett Rice, Bryan Larkin, Carmen J. Alexander, Carol Crumrine, Carol D. Klasek, Caroline Aaron, Cecil Hawkins, Conchata Ferrell, Dianne L. Green, Dianne Wiest, Dick Anthony Williams, Donna Pieroni, Doyle Anderson, Eileen Meurer, Ellin Dennis, Gary Clark, Gina Gallagher, Harvey Bellman, Jack W. Kapfhamer, Jackie Carson, Jalaine Gallion, James Spicer, Joe Sheldon, John Davidson, John McMahon, Johnny Depp, Kathy Baker, Kathy Dombo, Kathy Lockwood, Kelli Crofton, Ken DeVaul, Laura Nader, Lee Ralls, Linda Jean Hess, Linda Perri, Marc Macaulay, Marti Greenberg, Mary Jane Heath, Michael Brown, Michael Gaughan, Miriam Goodspeed, Nick Carter, O-Lan Jones, Peter Palmer, Phil Olson, Rex Fox, Robert Oliveri, Roland Douville, Rosalyn Thomson, Russell E. Green, Sherry Ferguson, Steven Brill, Stuart Lancaster, Susan Blommaert, Suzanne Chrosniak, Tabetha Thomas, Tammy Boalo, Tim Rerucha, Tricia Lloyd, Victoria Price, Vincent Price, Winona Ryder",20th Century Fox,data/posters\1000244.jpg
1000245,The Amazing Spider-Man,2012.0,136.0,"Peter Parker is an outcast high schooler abandoned by his parents as a boy, leaving him to be raised by his Uncle Ben and Aunt May. Like most teenagers, Peter is trying to figure out who he is and how he got to be the person he is today. As Peter discovers a mysterious briefcase that belonged to his father, he begins a quest to understand his parents' disappearance – leading him directly to Oscorp and the lab of Dr. Curt Connors, his father's former partner. As Spider-Man is set on a collision course with Connors' alter ego, The Lizard, Peter will make life-altering choices to use his powers and shape his destiny to become a hero.",3.3,Action|Adventure|Science Fiction,"Alexander Bedria, Amanda MacDonald, Amber Stevens West, Andrew Garfield, Andy Gladbach, Andy Pessoa, Barbara Eve Harris, C. Thomas Howell, Campbell Scott, Charlie DePew, Chris Zylka, Damien Lemon, Danielle Burgio, Denis Leary, Embeth Davidtz, Emma Stone, Ethan Cohn, Hannah Marks, Irrfan Khan, Jacob Rodier, Jake Keiffer, James Chen, Jay Caputo, Jennifer Lyons, Jill Flint, John Burke, Kari Coleman, Keith Campbell, Kelsey Asbille, Kevin McCorkle, Leif Gantvoort, Mark Daugherty, Martin Sheen, Maury Morgan, Max Bogner, Max Charles, Michael Barra, Michael Massee, Michael Papajohn, Miles Elliot, Milton González, Miranda LaDawn Hill, Rhys Ifans, Ring Hendricks-Tellefsen, Sally Field, Skyler Gisondo, Stan Lee, Steve DeCastro, Terry Bozeman, Tia Texada, Tom Waite, Ty Upshaw, Vincent Laresca",Arad Productions|Columbia Pictures|Laura Ziskin Productions|Marvel Entertainment|Matt Tolmach Productions,data/posters\1000245.jpg
1000246,Trainspotting,1996.0,94.0,"Mark Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out, despite the allure of the drugs and influence of friends.",4.2,Crime|Drama,"Annie Louise Ross, Billy Riddoch, Dale Winton, Eddie Nestor, Eileen Nicholas, Ewan McGregor, Ewen Bremner, Finlay Welsh, Fiona Bell, Hugh Ross, Irvine Welsh, James Cosmo, Jonny Lee Miller, Kate Donnelly, Keith Allen, Kelly Macdonald, Kevin Allen, Kevin McKidd, Pauline Lynch, Peter Mullan, Robert Carlyle, Shirley Henderson, Stuart McQuarrie, Susan Vidler, Victor Eadie, Vincent Friell",Figment Films|Film4 Productions|The Noel Gay Motion Picture Company,data/posters\1000246.jpg
1000247,Logan,2017.0,137.0,"In the near future, a weary Logan cares for an ailing Professor X in a hideout on the Mexican border. But Logan's attempts to hide from the world and his legacy are upended when a young mutant arrives, pursued by dark forces.",4.1,Action|Drama|Science Fiction,"Aaron Matthews, Aidan Kennedy, Al Coronel, Alison Fernandez, Andrew Arrabito, Anthony Escobar, Anthony N., Ashlyn Casalegno, Baxter Humby, Boyd Holbrook, Brandon Melendy, Bryan Sloyer, Bryant Tardy, Bryce Romero, Chase Cubia, Chester Rushing, Chris Palermo, Clinton Roberts, Craig Henningsen, Cynthia Woods, Dafne Keen, Damon Carney, Daniel Bernhardt, Daniel Hernández, Dave Davis, David Kallaway, David Paris, David Simpson, Doris Morgado, Elise Neal, Elizabeth Rodriguez, Ella Rowbotham, Emma Teo, Eriq La Salle, Evan Dane Taylor, Eyad Elbitar, Francisco Peramos, Frank Gallegos, Garrett Hammond, Gonzalo Robles, Haley Glass, Han Soto, Hannah Westerfield, Hudson Wright, Hugh Jackman, James Handy, James Moses Black, Jason Genao, Jean Claude Leuyer, Jef Groff, Jeremy Fitzgerald, Jimmy Gonzales, Joe Nin Williams, John Bernecker, John Raymond, Julia Holt, Katie Anne Mitchell, Keith Jardine, Kelton DuMont, Krzysztof Soszynski, Lara Grice, Lauren Gros, Lennie Loftin, Mali O'Connor, Mark Ashworth, Mary Peyton Stewart, Matt McClain, Maureen Brennan, Michael Lehr, Michael Love Toliver, Nayah Murphy, Ned Yousef, Noell Jellison, Oren Hawxhurst, Parker Lovein, Patrick Stewart, Paul Adkins, Paul Andrew O'Connor, Phi Vu, Quincy Fouse, Reynaldo Gallegos, Richard E. Grant, Rissa Rose Kilar, Robert Vargas, Robert Wu, Rocky Abou-Sakher, Ryan Sturz, Salef Celiz, Sebastian James, Sebeon Jackson, Stephen Dunlevy, Stephen Merchant, Tim Connolly, Toby Holguin, Vanessa Cloke, Vernon Bradley, Victor Winters-Junco, Vincenzo Lucatorto",20th Century Fox|Genre Films|Hutch Parker Entertainment|Marvel Entertainment|TSG Entertainment|The Donners' Company,data/posters\1000247.jpg
1000248,Saving Private Ryan,1998.0,169.0,"As U.S. troops storm the beaches of Normandy, three brothers lie dead on the battlefield, with a fourth trapped behind enemy lines. Ranger captain John Miller and seven men are tasked with penetrating German-held territory and bringing the boy home.",4.24,Drama|History|War,"Adam Goldberg, Adam Shaw, Aiden Condron, Amanda Boxer, Andrew Scott, Anna Maguire, Barry Pepper, Brian Maynard, Bryan Cranston, Corey Johnson, Crofton Hardester, Dale Dye, Daniel Cerqueira, David Vegh, David Wohl, Demetri Goritsas, Dennis Farina, Derek Lea, Dorothy Grumbar, Dylan Bruno, Edward Burns, Eric Loren, Erich Redman, Gary Sefton, Giovanni Ribisi, Glenn Wrage, Grahame Wood, Harrison Young, Harve Presnell, Ian Porter, James Innes-Smith, Jeremy Davies, Joerg Stadler, John Barnett, John Sharian, John Walters, Julian Spencer, Kathleen Byron, Laird Macintosh, Lee Aaron Rosen, Leland Orser, Leo Stransky, Loclann Aiken, Mac Steinmeier, Maclean Burke, Marc Cass, Mark Phillips, Markus Napier, Martin Beaton, Martin Hub, Martin McDougall, Matt Damon, Matthew Sharp, Max Martini, Michael Mantas, Michelle Evans, Nathan Fillion, Neil Finnighan, Nick Brooks, Nigel Whitmey, Nina Muschallik, Paschal Friel, Paul Garcia, Paul Giamatti, Paul Hickey, Peter Miles, Raffaello Degruttola, Rob Freeman, Rolf Saxon, Ronald Longridge, Ryan Hurst, Sam Ellis, Sam Scudder, Seamus McQuade, Shane Hagan, Shane Johnson, Stephan Grothgar, Stephane Cornicard, Steve Griffin, Taylor Murphy, Ted Danson, Thomas Gizbert, Tilo Keiner, Tom Hanks, Tom Sizemore, Valerie Colgan, Victor Burke, Vin Diesel, Vincent Ventresca, Vincent Walsh, William Marsh",Amblin Entertainment|DreamWorks Pictures|Mutual Film Company|Paramount,data/posters\1000248.jpg
1000249,Ant-Man,2015.0,117.0,"Armed with the astonishing ability to shrink in scale but increase in strength, master thief Scott Lang must embrace his inner-hero and help his mentor, Doctor Hank Pym, protect the secret behind his spectacular Ant-Man suit from a new generation of towering threats. Against seemingly insurmountable obstacles, Pym and Lang must plan and pull off a heist that will save the world.",3.23,Action|Adventure|Science Fiction,"Aaron Saxton, Abby Ryder Fortson, Adam Hart, Ajani Perkins, Alex Chansky, Anna Akana, Antal Kalik, Anthony Mackie, Bobby Cannavale, Carlos Aviles, Carol Anne Watts, Casey Pieretti, Chris Evans, Chuck David Willis, Clay Donahue Fontenot, Corey Stoll, Daniel Stevens, Danny Vasquez, Darcie Isabella Cottrell, David Dastmalchian, Dax Griffin, Desmond Phillips, Diana Chiritescu, Erik Betts, Evangeline Lilly, Garrett Morris, Gregg Turkington, Hayley Atwell, Hayley Gagner, Hayley Lovitt, Jean Louisa Kelly, Jessejames Locorriere, Jim R. Coleman, Joe Bucaro III, Joe Chrest, John Slattery, Johnny Pemberton, Judy Greer, Kevin Buttimer, Kevin Lacz, Kylen Davis, Lyndsi LaRose, Martin Donovan, Michael A. Cook, Michael Douglas, Michael Jamorski, Michael Peña, Michael Trisler, Neko Parham, Nicholas Barrera, Norma Alvarez, Onira Tarés, Paul Rudd, Raul Colon, Reuben Langdon, Rick Avery, Ricki Lander, Robert Crayton, Rod Hallett, Rus Blackwell, Sebastian Stan, Stan Lee, T.I., Teddy Williams, Todd Schneider, Tom Kenny, Vanessa Ross, Wood Harris, Zack Duhame, Zamani Wilder",Marvel Studios,data/posters\1000249.jpg
1000250,Elvis,2022.0,159.0,"The life story of Elvis Presley as seen through the complicated relationship with his enigmatic manager, Colonel Tom Parker.",3.35,Drama|History|Music,"Adam Dunn, Alex Knight, Alfreda McCrary, Alton Mason, Andrea Baker, Andrea Moor, Angela Hill, Angela McCrary, Angie Milliken, Anthony Phelan, Aristene Kisando, Austin Butler, Beverly Ann McCrary, Brad Leaver, Calvin Settles II, Calvin V. Settles Sr., Cameron Keith Walls, Cathy Cavadini, Charles Allen, Charles Grounds, Chaydon Jay, Christian Kisando, Christian McCarty, Christopher Sommers, Cle Morgan, Dacre Montgomery, David Gannon, David Wenham, Doug Burch, Elizabeth Cullen, Gad Banza, Gareth Davies, Gary Clark Jr., Gary Hale, Greg Powell, Helen Thomson, Hilton Hyppolite Denis, Hugh Parker, Iain Gardiner, Ira Wayne Settles Sr., Jack McGirr, Jacqueline Smith-Jefferson, Jamiah Hudson, John Mukristayo, Jordan A. Holland, Josh McConville, Kate Mulvany, Keb' Mo', Kellee Halford, Kelvin Harrison Jr., Kodi Smit-McPhee, Lakota Johnson, Lauren McClinton, Lenesha Randolph, Leon Ford, Libe Barer, Liz Blackett, Luke Bracey, Luke Corrin Care, Mariama Princess Andrews, Mark Leonard Winter, Marqo Patton, Melina Vidler, Mike Bingaman, Miles Burton, Miranda Frangou, Natalie Bassingthwaighte, Natasha Bassett, Nicholas Bell, Norris Jones, Odessa L. Settles, Olivia DeJonge, Patrick Shearer, Richard Roxburgh, Robert Randolph, Ruby Gonzales-Judd, Sam Arnold, Sandro Colarelli, Sara Settles, Sarah Ogden, Senayt Mebrahtu, Shannon Sanders, Sharon Brooks, Shirley M. Settles, Shonka Dukureh, Simon Mallory, Stephen R. Ladson, Tamica Nicole, Terepai Richmond, Thomas Larkin, Tom Hanks, Tony Nixon, Torshia Suggs, Traneshia Chiles, Xavier Samuel, Yola",Bazmark|The Jackal Group|Warner Bros. Pictures,data/posters\1000250.jpg
1000251,The Revenant,2015.0,157.0,"In the 1820s, a frontiersman, Hugh Glass, sets out on a path of vengeance against those who left him for dead after a bear mauling.",3.87,Adventure|Drama|Western,"Adrian Glynn McMorran, Alex Bisping, Amelia Crow Show, Anthony Starlight, Arthur RedCloud, Blake Wildcat, Brad Carter, Brendan Fletcher, Bruno Stephane, C. Adam Leigh, Charles Fathy, Chesley Wilson, Chris Ippolito, Christopher Rosamond, Clarence Hoof, Cody Big Tobacco, Cole Vandale, Dallas Young Pine, Daniel Rampanen, David Rampanen, Del Zamora, Dion Little Child, Domhnall Gleeson, Duane Howard, Duff Zayonce, Emmanuel Bilodeau, Fabrice Adde, Forrest Goodluck, Glenn Ennis, Grace Dove, Haysam Kadri, Isaiah Tootoosis, Jamie Medicine Crane, Javier Botet, Jay Cardinal Villeneuve, Jay Tavare, Jeffrey Olynek, Jordan Crawford, Joshua Burge, Kevin Corey, Kory Grim, Kristoffer Joner, Leonardo DiCaprio, Lukas Haas, Mariah Old Shoes, Mark Krysko, McCaleb Burnett, Melaw Nakehk'o, Michael Fraser, Michael Villar, Paul Anderson, Paul Young Pine, Peter Strand Rumpel, Ray Chase, Robert Moloney, Rootie J. Boyd, Scott Duncan, Scott Olynek, Stephane Legault, Stephen Richard Lofstrom, T. Michael Morris, Tighe Gill, Timothy Lyle, Tom Guiry, Tom Hardy, Tyson Wood, Veronica Marlowe, Vincent Leclerc, Will Poulter",Anonymous Content|Appian Way|CatchPlay|Hong Kong Alpha Motion Pictures Co.|M Productions|Monarchy Enterprises S.a.r.l.|New Regency Pictures|RatPac Entertainment|Regency Enterprises,data/posters\1000251.jpg
1000252,Bones and All,2022.0,131.0,"Abandoned by her father, a young woman embarks on a thousand-mile odyssey through the backroads of America where she meets a disenfranchised drifter. But despite their best efforts, all roads lead back to their terrifying pasts and to a final stand that will determine whether their love can survive their otherness.",3.65,Drama|Horror|Romance,"Aaron J. Gould, André Holland, Anna Cobb, Brady Gentry, Burgess Byrd, Chloë Sevigny, Christine Dye, Claudio Encarnacion Montero, David Gordon Green, Dori Lucas, Ellie Parker, Hannah Barlow, Jake Horowitz, Jenny McManus, Jessica Harper, Johanna McGinley, John E. Brownlee, Kendle Coffey, Madeleine Hall, Marcia Dangerfield, Mark Rylance, Marshall Jackson, Max Soliz, Michael Stuhlbarg, Sean Bridgers, Sue Hopkins, Taylor Russell, Timothée Chalamet, Tom O'Brien",3 Marys Entertainment|Elafilm|Frenesy Film|MeMo Films|Per Capita Productions|Tenderstories|The Apartment Pictures,data/posters\1000252.jpg
1000253,BlacKkKlansman,2018.0,136.0,"Colorado Springs, late 1970s. Ron Stallworth, an African American police officer, and Flip Zimmerman, his Jewish colleague, run an undercover operation to infiltrate the Ku Klux Klan.",3.94,Comedy|Crime|Drama|History,"Adam Driver, Alec Baldwin, Arthur J. Nascarella, Ashlie Atkinson, Ato Blankson-Wood, Brian Tarantina, Corey Hawkins, Damaris Lewis, Danny Hoch, Dared Wright, Elise Hudson, Ernest Rayford, Faron Salisbury, Frederick Weller, Gina Belafonte, Harry Belafonte, Isiah Whitlock Jr., James Campbell, Jared Johnston, Jasper Pääkkönen, Jeremy J. Nelson, John David Washington, Ken Garito, Laura Harrier, Michael Buscemi, Michael J. Burg, Nichelle Bolden, Nicholas Turturro, Paul Diomede, Paul Walter Hauser, Robert John Burke, Ryan Eggold, Ryan Preimesberger, Topher Grace, Victor Colicchio",40 Acres and a Mule Filmworks|Blumhouse Productions|Focus Features|Legendary Pictures|Monkeypaw Productions|Perfect World Pictures|QC Entertainment,data/posters\1000253.jpg
1000254,Captain America: The First Avenger,2011.0,124.0,"During World War II, Steve Rogers is a sickly man from Brooklyn who's transformed into super-soldier Captain America to aid in the war effort. Rogers must stop the Red Skull – Adolf Hitler's ruthless head of weaponry, and the leader of an organization that intends to use a mysterious device of untold powers for world domination.",3.26,Action|Adventure|Science Fiction,"Amanda Righetti, Amanda Walker, Anatole Taubman, Ben Batt, Benjamin Uttley, Bruno Ricci, Caroline Royce, Chris Evans, Damon Driver, David Bradley, David McKail, Derek Luke, Dominic Cooper, Doug Cockle, Erich Redman, Fabrizio Santino, Hayley Atwell, Hugo Weaving, JJ Feild, Jack Gordon, James Payton, Jan Pohl, Jenna Coleman, Katherine Press, Kenneth Choi, Kieran O'Connor, Kirsty Mather, Laura Haddock, Leander Deeny, Lex Shrapnel, Luke Allen-Gale, Marcello Walton, Marek Oravec, Martin Sherman, Michael Brandon, Mollie Fitzgerald, Naomi Slights, Natalie Dormer, Neal McDonough, Nicholas Pinnock, Nick Hendrix, Oscar Pearce, Patrick Monckeberg, Richard Armitage, Richard Freeman, Ronan Raftery, Rosanna Hoult, Sam Hoare, Samuel L. Jackson, Sebastian Stan, Sergio James, Simon Kunz, Sophie Colquhoun, Stan Lee, Stanley Tucci, Toby Jones, Tommy Lee Jones, William Hope",Marvel Entertainment|Marvel Studios,data/posters\1000254.jpg
1000255,American Beauty,1999.0,122.0,"Lester Burnham, a depressed suburban father in a mid-life crisis, decides to turn his hectic life around after developing an infatuation with his daughter's attractive friend.",3.96,Drama,"Alison Faulk, Allison Janney, Amber Smith, Annette Bening, Ara Celi, Barry Del Sherman, Brenda Wehle, Bruce Cohen, Carolina Lancaster, Chekesha Van Putten, Chelsea Hertford, Chris Cooper, David C. Fisher, Dennis Anderson, Elaine Corral Kendall, Emily Zachary, Erin Cathryn Strubbe, Fort Atkinson, Heather Joy Sher, James Hunter, Joel McCrary, John Cho, Kent Faulcon, Kevin Spacey, Krista Goodsitt, Lily Houtkin, Lisa Cloud, Marissa Jaret Winokur, Matthew Kimbrough, Mena Suvari, Mona Leah, Nancy Anderson, Peter Gallagher, Reshma Gajjar, Sam Robards, Scott Bakula, Spencer Kayden, Stephanie Rizzo, Sue Casey, Thomas J. Armstrong, Thora Birch, Tom Miller, Wes Bentley",DreamWorks Pictures|Jinks/Cohen Company,data/posters\1000255.jpg
1000256,Black Panther: Wakanda Forever,2022.0,162.0,"Queen Ramonda, Shuri, M’Baku, Okoye and the Dora Milaje fight to protect their nation from intervening world powers in the wake of King T’Challa’s death. As the Wakandans strive to embrace their next chapter, the heroes must band together with the help of War Dog Nakia and Everett Ross and forge a new path for the kingdom of Wakanda.",3.36,Action|Adventure|Science Fiction,"Aba Arthur, Alan Wells, Alex Livinalli, Amber Harrington, Anderson Cooper, Angela Bassett, Angela Cipra, Baaba Maal, Bill Barrett, Chadwick Boseman, Connie Chiume, Corey Hibbert, Danai Gurira, Danny Sapani, Divine Love Konadu-Sun, Dominique Thorne, Don Castor, Dorothy Steel, Délé Ogundiran, Faya Madrid, Florence Kasumba, Floyd Anthony Johns Jr., Gavin Macon, Gerardo Aldana, Gigi Bermingham, Granger Summerset II, Irma Estella La Guerre, Isaach De Bankolé, Ivy Haralson, Jabari Exum, Janeshia Adams-Ginyard, Jemini Powell, Jermaine Brantley, Jonathan González Collins, Josué Maychi, Juan Carlos Cantu, Judd Wild, Julia Louis-Dreyfus, Justin James Boykin, Kamaru Usman, Keisha Tucker, Kevin Changaris, Lake Bell, Leonardo Castro, Letitia Wright, Lieiry J. Perez Escalera, Luke Lenza, Lupita Nyong'o, Mabel Cadena, Mackenro Alexander, Magatte Saw, Manuel Chavez, Marija Abney, Martin Freeman, María Mercedes Coroy, María Telón, Massamba Diop, Maya Macatumpag, Michael B. Jordan, Michael Blake Kruse, Michaela Coel, Richard Schiff, Robert John Burke, Rudolph Massanga, Sal Lopez, Sevyn Hill, Shawn Roberts, Shawntae Hughes, Skylar Ebron, Sope Aluko, T. Love, Taylor Holmes, Tenoch Huerta Mejía, Trevor Noah, Valerio Dorvillen, Winston Duke, Zaiden James, Zainab Jah, Zola Williams",Marvel Studios,data/posters\1000256.jpg
